model,id,n_tokens,doc_ppl
base,be7cadf7f55febe21085c3c45a06a660,1023,10.739
base,4251d0182019690f5350e3eab89504b9,1023,6.953
base,330b616295cf4eebd96c39c3890a6040,1023,9.1292
base,1354766a2389568cb03e0b2f5e297b17,228,5.545
base,2d0cb1df5abf18c4db11fa28a9dd46f5,363,8.6393
base,e3872fc9dd0bb53b295c830991bae2be,1023,5.9851
base,f9cbcb33af663d74dcae93bdb6bb0cab,1023,3.7
base,e730d39097efc857726a3047e7c8325f,1023,9.4541
base,f3ccc41899a91d052aafe99df7f27c1e,1023,6.077
base,f82ee2e6c37c1419c8599f77421c8417,1023,3.0611
base,4330cbe1c5eea5e7b89371fbdd359333,499,9.3141
base,377d04ea21c33e93b6978a38ca697638,192,10.1685
base,6e594565356fcd6372887c865a170a11,338,6.2219
base,c1d5881007e2bac75bf358ca07697245,1023,5.4137
base,143bcdf64297b891049e5ca1fdd572cd,1023,10.9079
base,4569b91bdc907c53499edafa28ebc150,1023,2.9549
base,9cf307ea2cd8ad064df24e15e2b3f14d,801,5.1306
base,bce0bc7c6f0d9e00288bfa8a7f885e87,1023,4.6559
base,feb25175a17a1df9e6dddabfe6088aa7,1023,6.1173
base,f7c0aae92c4123dee022c503951d4452,872,6.0965
base,5548390e10d5394f6d95814d7e32e1b8,1023,4.326
base,b61c5d6451e7548dc3cdb2e8742ba9bd,560,7.4008
base,ec1bdf33080886e85c659e64df668687,1023,13.1703
base,af8cd10da179045dc571a1bd0b072d9c,306,85.1293
base,08b906063d94a84a2d416daaba37eee1,1023,5.1838
base,54d66266c6e04e333e9adb59689e7004,1023,6.6793
base,12834d28db0e748159e391b893aa6ac8,821,8.0962
base,98b6a1f674be4061a8976d7b1edb32ce,1023,5.0079
base,104c32c6eb802d760be4e3e8f2a650d7,1023,8.1565
base,3717c913b079692145fa37fb72292843,606,5.7728
base,8fe36acf65b75cf49d8d067c0009cb14,1023,6.4406
base,e56756a059718dea42e8b06205ca594a,1023,3.9405
base,ac955d8cd33597e7fab7f00c57907e6e,1023,8.5426
base,0b596e1211a61e768375c3082aeed506,1023,3.8438
base,26ad314eea53f4b8e51da9805fa375aa,575,4.5768
base,e715ef4626599aefd2606f457bb23078,1023,2.9613
base,32601833206be2e9497ed7e049300be7,425,7.4187
base,360363bb980cb588c2812969f7ae3e03,1023,7.8955
base,6f7be73036669a0dd5e77900e6a076a4,1023,3.4664
base,d118d40a1dc6b61adc874774bd841972,536,3.6784
base,28043b4766377792974cb0e144ec6f1f,1023,5.7717
base,5745fd43dc35eae9d1f50d65f4f2829f,1023,10.4789
base,f45c776f2dadd6dd28625a989dc12134,1023,5.0607
base,e01da959e243fac3b1b25b0cad83d0af,1023,3.9096
base,ddbc5eae5ac370d845819c04db87fc44,1023,6.9099
base,6fbdd41a8a8dfcdd2af4f0fe9fcee8d8,1023,6.268
base,d9d8470f29495fc7eed44fe404a21cdc,1023,3.1767
base,ddb2b5850522ac779ee68cd5581d1e24,1023,8.996
base,90434ad8ebb1767773e8f4b730c28f3e,1023,4.208
base,3b131cec9b047bc93934f8dabd5feb6a,1023,13.6661
base,3f7168997e4bf2942c7655e945bb138c,1023,6.6556
base,55636802c3afcc6100a4273bf9604439,377,7.6812
base,d12a200d2aac802dd63ba7970008db62,1023,5.0389
base,dfbcb7cae9141a061a9edeccab747fda,1023,8.0139
base,7f90e620e50c161f762d350b078e451b,1023,17.1329
base,cdbcaaafe3d485c7baf7e7bf87397067,417,17.2527
base,5a1271ff319caf10ec3dd3d4243f5a46,1023,4.5584
base,aefab259445e3075bea3d7f749bbee03,1023,8.8745
base,a1b395005039eae86263b18834de055f,1023,4.52
base,8e0a74e2e7e18ff158365851a88f8dde,1023,7.6047
base,34fd8942d13328a6a73fc00930719854,1023,5.4817
base,0d66145318f63150d89edcc4f8cb4ff5,1023,8.189
base,1d68c556d325686c8299ba5af365d64c,1023,14.205
base,1ee91f5533f5ef5a527ebb37798ef231,1023,10.7318
base,377d77c4e94b4724d437844b9b736f70,1023,2.8495
base,77aeaf5b08fcce4bfce1241875fb2e83,1023,2.6836
base,46db919f73e586827a5097668d0e6aeb,1023,12.4536
base,126ae6b568810672d73b2b665b71b67a,1023,5.3734
base,1a291db04b068623fd98f1c9f369109c,715,6.4156
base,50f368deeb96871f9d312b360f3cf143,1023,4.6232
base,b9c9cb19b67519ba82a5ff1af7c23adc,359,7.928
base,e5d30b0aa89d81be22952677435d06ac,1023,8.6956
base,2084b5b360eb78dc6d7bf0dc06abf05f,588,4.3686
base,f67f84d1b5f9231cd1f75d007e979406,1023,8.2865
base,f7dcef1959fd68e727736d7b5dc9b4dc,1023,4.0149
base,89fc56f2e8a5d8e76a619603b9cb722f,1023,4.7305
base,8ac2c936932bc061c2de1e2f08bf9076,1023,4.7507
base,17e3a7d25d9050c393accec03dd1686e,316,8.596
base,043e653c1dec830154dc7ccacfc80032,1023,5.1985
base,c881651bbd83b9b795578245107daec6,813,4.4282
base,ead0e7d8f26a978c4a546bc17b35d044,282,6.1716
base,b94edc63c4b049969967f8743001e813,1023,15.3448
base,a442872c35e468c0a88163e8afb6badf,1023,3.9995
base,951dbf90fd44cae7f3929f7b0ca5d4fd,1023,6.4701
base,413f78cff88382671fc00c6b78676f9c,1023,5.1325
base,4ca378ddd827f0af0bd8026705ae6c71,1023,9.213
base,abd1749dd046ad83662825e1c23be73a,1023,3.1418
base,a7977bf5eeb32af20c989abaf03e3475,1023,9.0332
base,912c78e46e4e4ea41d2d817fc22643db,1023,6.8762
base,10bb3960a1a1cfd81f88890e0307b6e7,1023,2.885
base,c37afaec792bfa11a0323ba540c218e8,1023,2.7223
base,4f760d78235b4d0b48f850d74dbc799b,377,7.6483
base,db03fa7dcf43899fb9203cfa3cf22cd8,1023,7.5567
base,6bb70450d06be4c37153ed8a9ba0002d,1023,6.2879
base,6cbed69e770e10d3b7a8d9a3caad5ef6,1023,4.8934
base,108de4e1d08a6913f155dda9691b715d,1023,5.6264
base,61475c0354f62ad4df66b40a51318fdf,1023,12.5383
base,4e72de708528b862b19c09c875a383ca,711,9.087
base,6da367c2a2634c9d52cf55cbbc772d74,762,5.7758
base,22ccecf40e90aaba24e70166d4e97f75,558,8.9772
base,8cd3593e30a9516fd9c9ce6d0767124b,1023,11.7433
base,7d817e58e2b8014728c444b9c3ea7c89,1023,2.6338
base,3d440244ae04ac862c79a87387635ec4,1023,4.3281
base,c4e7ca4a9d117b1e0011dd05bd923bd9,486,10.0223
base,1ec0f5b61c8b2bffdffa6083df3861be,1023,6.3723
base,f9df7d41f42674606b6fbf6bcf7db451,1023,9.6055
base,4a70fcb22cc7e2790654fc7dbf6b972a,1023,8.1902
base,d5ca6c997321bd18b88ed6001fb89b3b,1023,6.0117
base,320efd155b6dacae8c6c9be9b4aecc4c,1023,4.9276
base,974b4cf1378a391769abeee75742070d,1023,6.8332
base,9fcae0ebec78172bb77bc3c8f9508671,1023,4.7605
base,4eb15c714b3232334bb5fe387050c1a8,1023,3.2507
base,5ad0153dde7311be3ba897ded80859b5,1023,8.6644
base,ec74fdfb6854c9896736998b18e31322,1023,4.4355
base,6095dd6d951ef9221b049c9bdd67e8cc,1023,6.0397
base,97224ebe12d79c9d218e97c57378f0a2,403,6.5299
base,dfe6db3d0da3461ecb69088903ef5de4,1023,3.9578
base,080a3ed4094e3197375a6a9e1208832d,1023,5.4927
base,69963f86876139efe0eea205bb30fce1,1023,3.014
base,4e1ed17b97e885bd601b02386435593e,1023,5.438
base,fa47400dd6df9e61f213bf31700dd3fb,1023,3.1104
base,4f2226c44d8fabc58ad96af9dfe7eed4,308,9.8135
base,db3cad81307d221c6223155ab69c0c68,1023,13.7113
base,314c1bfb8fa5c5eab3eb82b86be6924b,1023,12.2015
base,b74cb0c004db52ea39bf177d6f82993f,1023,7.7902
base,549a4a1d3776e1a6ad390a533db70945,1023,10.1155
base,06ff044e499de9817ff4cd172eb2c0a2,1023,11.8137
base,bfbe1239415c9895bfcd7a633cc3fd09,1023,12.0829
base,ba7d136df1c356bb2c17b9209ba76804,1023,6.2392
base,95e940fa0c9d0508bc3195a945159540,1023,13.7571
base,2e00ef1bc55d4e1e5c9600dba873670c,508,4.4495
base,68d6b025403c948db771c1ec41cdecfb,1005,6.3928
base,cedc726faa6a8220aeea17d4f24fbc78,611,4.4528
base,5bb94d548d85e2bf7b27c0801c130c64,1023,2.0068
base,65cd6f0cdeb2c08c6c619e54a882121a,371,4.758
base,b4fd7ec7ce73267fd4920c89bc213604,1023,11.5942
base,f663af8bac3e07b9d8a4efddd7b25219,1023,4.871
base,f3e0c3f3fc570b376c8de89a6f05899c,1023,10.7382
base,b5155232d023a13cd180ffed0b9eb75c,1023,10.5954
base,0a0605ec3d4ba6784660945301ded3fe,1023,8.4831
base,a14074caecb14112aeb1643415a395e5,1023,9.0793
base,49fff9f29c0a7b2e8a68efa778b90a5b,1009,5.5843
base,959724be0e494e32eda9d11ddec07e8f,1023,3.8572
base,bdf6f611ffbf26859e74968385286ab1,1023,6.7799
base,a2e13970ed4349d1287ebe12096ab331,1023,7.9683
base,c735cc864d2d8bf9d7c9533ae9a2b42b,1023,3.7629
base,4d55f916a5dc5be1eda38c1464ff6a37,1023,8.5012
base,72d0e71480b3c9d3f9bae8a7bf1a52b8,1023,4.0395
base,a353343b7876d8b1ba675e1fec9a1e22,1023,5.2898
base,d590ec96ec685885fc9cecd91aca951f,1023,17.022
base,ab095bd390e929b371446396f1130077,569,11.3588
base,a28cdc26d6f5d4324bf1d8c77574d63a,1023,7.4284
base,9676396ae42effa4c6e325cca790dfa7,1023,5.3188
base,0877720e47cc12554e0e57366724aabb,1023,4.7791
base,4c2b551ecbe969e96510011fb8c6c4d8,1023,7.7715
base,d24e854f0e05ec3152ab6e18ae3c61f1,1023,7.3168
base,04bd4c719f2d9839415e83774d763870,1023,14.2083
base,9cf048ae9ebe00e1790dc4b7111c79b5,1023,23.2454
base,8a496649f3bd7560f20677128b29f985,1023,6.4598
base,e216bbd5f5d0875672008c9a38b77923,1023,11.7606
base,e20a07cc9f356ba36d6b6d396b49aae6,1023,3.6819
base,d242348d026a3fa66586c00b1a834268,1023,4.7611
base,2fed92b85baaf0b26338217270151781,847,10.9366
base,e92be2761473ecec52931d85dcd8552f,269,6.8438
base,8728e2697943293f23e75712cb30bc83,1023,5.2391
base,3c945a04ef7bdc02637e0f80e7da2e0e,1023,8.8106
base,8e1194dad931b5baec485d0e2f6e899c,1023,11.2486
base,9da3abf363f90acd53eeecf543eaae42,1023,7.2595
base,cf2150683365c6f408d4b904ceed0e61,584,9.767
base,f4e5d020fcb41a69df61578245588493,1023,10.3911
base,f059f41e87286dcb56da168144e86a03,514,6.2622
base,32861abebd666a221195d436bcfa8c94,1023,11.6957
base,7a72884cf8b256b0d2696091af73e275,1023,11.692
base,794452a753f765316b63c566f1079ad5,1023,8.9647
base,aca40174fe8d04505622d8db652d735b,1023,16.5541
base,91c104b2c79afcf164f2b9b163a29c3e,1023,3.738
base,f1893ed1ba9e41aaf54e98eee12882ea,673,7.5164
base,836d810f85454a83bf838411bed7fdcf,1023,6.8581
base,a5b8327f7b3e1d4a5f71d930f5c3d301,1023,29.8252
base,d8566f5bad5af49243e85c335c1589a9,1023,6.506
base,9f66056dbedfc0db85a6cec482ed9f30,1023,6.0581
base,93a2250ab886693e010fae10cc8579a9,1023,4.1304
base,34348ca6cc83ddb4228f3d98fd6f01e8,1023,12.6375
base,f402ec26d995e9828247f1adc0b73b7b,1023,14.3582
base,307d9c5dd305ffdb9f60366afe2da007,1023,9.2109
base,4229a1601bcfd9f2115670249ff8fe53,1023,1.6802
base,197740d047839f1b238b5be0d78c1a25,335,4.1219
base,1181b8b03ec4550bbdde8760183657c4,1023,3.1833
base,8fdb4e7839082c90369fadc6a9f6d974,1023,13.2277
base,526b707894077b07b6478a05f40995f7,1023,10.192
base,ae468b234fc307d2d1356a25ade8dea9,1023,15.5683
base,2d9174882f662766b666ab100c88c36b,1023,7.4556
base,104af939c9f637c7c54426d9c8c65bc4,1023,3.7563
base,4bd4b40cd8ef900ef42c67e444d19297,911,4.4609
base,2791a49f23234dcf73a94da452f3b978,1023,3.5978
base,8082a49a8138a68731d322150907932b,1023,2.7486
base,8721c7dc3b61237b39f17da381ac9723,1023,9.1351
base,8d958c62bcec962d7c9b55f61ec5bbf5,1023,3.4904
base,f280a5be4118a8309cf43ede829cd31c,848,5.6758
base,a3eb9df54bcced116cfe71371fbb72b2,1023,5.1316
base,fdba11d5b8025bcf5d2a78437f2975ef,1023,4.444
base,85de41dfea77158c64b23926a7028227,1023,7.9611
base,3322f10046e94465d9cb8163ce5e3be2,1023,13.1729
base,a0bf29d46a623bb6f910f2d57341a4e6,1023,9.8813
base,03072957be981d257d76410384f88c69,893,4.4376
base,c220bc0d9af3554ef6c518a8edb4f010,1023,3.9409
base,63429a1ae94b193ab53970b9ce6d67c3,1023,4.3584
base,4b9b9bfcf22bcd9b51dedc7cb147d0f6,1023,8.0925
base,72b97b7a7a22b86b2e8f7b7c53bb4476,1023,2.4156
base,231e7042ef57c7d6e7a4c596860dfcdb,1023,3.8974
base,2a13f34dee3dce823154d1d182971ab5,1023,4.9538
base,a85a9371ce5226ab613cc9f5505f6647,482,4.8219
base,53fcfff1186e47edf7cb8e70812f802e,1023,7.3958
base,d9a20daea7941e59579f855be7bc8a25,1023,7.4242
base,9778397c4002176c6909edb63b1d0d68,1023,10.3377
base,7914e21a059db663161ef7cdb19fbc55,1023,4.9304
base,db0eaebc598763a1fc15bd7da2caf4be,634,5.5324
base,6c5ecabae51d0968404fabc45855536c,1023,9.9787
base,688d8a99f8b73a6545855ad377b8b645,388,7.6134
