model,id,n_tokens,doc_ppl
base,c676843de4161dd3226263afba2f7fad,1023,22.4563
base,0e735ed16b96fb1077d9292f98bd9d08,1023,11.5165
base,7513d5ce813578039cbaf7510e83d19e,137,19.9645
base,68cee526c2fd690aa585d5d9f638f71f,1023,8.2124
base,fd5fcb46de3754e6c299814ee0d048ff,1023,33.8642
base,f94e8e5c0eb8a4abd8c5f611bff53e61,1023,7.5978
base,4bca7c7faa398103efe1e437c0a1829d,513,18.5327
base,a406a0a8fafa7687610310ebf4d97d0c,1023,14.7848
base,a39c6076700685845ac8053e3b027efa,1023,14.6559
base,60fac36954c68b98a8f01591c1e97c4e,1023,18.1235
base,a23db5858d02afd19589a87b1069c2e7,1023,4.7514
base,0a84248ea889043e065524939ab9edc5,1023,8.6105
base,0f9a8b41bd685940072c72bf7f09481d,1023,3.2156
base,510f94028be0811d4afd40b07435e16e,1023,5.4631
base,a8ac5e3794f5f465ab6a1593fdffb0d4,1023,13.1792
base,3e0d8438c42b3805f550a9ae472ff23d,1023,18.4794
base,44f08d6d1f49c5ab1107117be45a5147,1023,16.7567
base,c67448b7d33767abb04f2c290b4697cd,1023,11.3659
base,3d9c9fc9c9e69f2d74b05c63ff12a347,1023,18.2148
base,aadf44dc723d9e29e42015fca4fa62ae,1023,23.9319
base,bb945d7518c45e159e52ac4a2bf3b64f,1023,5.8245
base,470ffde2a7373919d11fcbdf5f9fb32a,1023,4.2849
base,2418ce74bf9e0f1f0a3c2e374c71f96c,1023,21.2053
base,921fe5f12704b41704c7fbb7da55a1c2,1023,5.9767
base,1dd976fb9922568a65c3ed53eb14d85a,1023,14.8967
base,525e167502f622e0a37776243c26b96d,443,7.3138
base,c85e827522be94affd69f92143b5bf40,374,24.2034
base,2a36d912c4d7b26ee4080a9f10554536,1023,7.9781
base,c9ca5800a2f2abbc870d53f82de38fb4,517,9.7538
base,114dc73caf4bf3cf2e8294c1cea5e501,1023,20.2129
base,4c17d12bb4864c561dbe518d5b79be0d,1023,17.0752
base,f239db7688455adb991d4bd3bf6991d8,525,8.6716
base,9008e81fa58621f874f18718c25617b4,994,9.0488
base,86f6ec9300329f5df5978efab807f292,1023,22.5509
base,5125922f82619d47bf561aa70be6dc29,1023,16.4091
base,b57227211eba9d6b37db2137f579e5d0,1023,4.2069
base,d9faaf9504dac419f93d407d7c03cc81,1023,11.5675
base,7c2ddf8d7431928a60f2df2f328976f4,1023,12.1676
base,ddf01f0b9aad4b8e2a200a10a6dfead8,1023,25.391
base,07ba5d939e300bf7d188107c65989bd3,1023,3.889
base,250dc861c1c544522a2cdf3008eadce6,1023,11.8463
base,440bcf3e181ef112ddb70622dfd753fb,1023,11.0832
base,cc4dab4e27480a4cf275f25e2695620c,652,10.8686
base,a4b07e003c0734b7b36f07d79b256c46,1023,15.3126
base,102eef6dd968c77b3fced44b91fc9245,1023,18.7199
base,f17aa5e01311ee73f39b3852f25f1d2a,1023,20.1227
base,98433cb1af6526dc9fe9f871a2dbb697,1023,10.9189
base,02c69ae369f8fe9a78d0605458083658,1023,10.1961
base,4924ab856d3a36fa9cf382fd7346bf8a,1023,4.9394
base,3c45d3c67707792d87215a2a4b0e190a,1023,7.7396
base,de795600808b8d8bc860f4c5b1352355,1023,18.4355
base,a0fb203fcbb2e4144b4ccd768fb81182,1023,13.0721
base,40d1e7ecbc6fa35aaa90461bc8a47406,1023,20.8246
base,a54d08ad5746f5f9bda21a76a214c7c2,1023,70.4476
base,12ed8f047f3d76780f3c18f302ba135d,1023,4.6167
base,8a78a12c44b2ad1909cbb4a0aa0202ac,1023,6.407
base,4b628daa0ea097f4a6f9c39fe7479846,1023,20.5657
base,2405bd90ac89065db607325959ba1f56,1023,9.2276
base,93761409cce2b4fb94f400bcb11492a8,1023,8.4267
base,801c4cba1480e9b53a2aacaa2cf177ea,381,9.1673
base,6381bdaa845a59efb03ca35f3b8c8b96,1023,8.6429
base,cbe1d53905e76d7bf7aca908f48f13b7,1023,17.9863
base,e172b60b2ee0ab8aa4fa2469ec0e9bdd,1023,14.9908
base,2b062e382f16d234f058df51a11b70c7,1023,4.0826
base,03181041502e9356d6f3936792a6dc25,414,10.3988
base,565e746c266ea933bf369a34d975710d,288,9.6856
base,3e00850accae9ebbacef6ac12ad6f709,395,10.0448
base,c0cc1513bd54931431408c1147f1a77e,1023,8.8154
base,439909fd5c818e96611e7b62bcb1ac83,1023,24.6657
base,4f241015e6ebd7bf971e7815d613e1d3,1023,22.7233
base,aec4d4cd214bbe3ea2bab83a99a7b0e8,1023,19.5292
base,3ac2efe4adaa471d8fb9af1253341a13,1023,12.3335
base,faef89e533142524ec29b6e2b1aa02ef,1023,5.9912
base,827e4b67cbfdff39ad5f80bc4815c3fb,1023,12.7519
base,f514006f021290d74c800fb54564e054,908,7.5776
base,e5d2fd2199377045ce2ac2aa66253d8c,1023,5.4909
base,73b208dd133257627130648b2953de53,1023,17.7365
base,166bf3e7181c10570f8e56dbf8db5831,1023,14.6904
base,49fa30957820cc11fb4b0669b2dd47ee,1023,12.7598
base,402748974a764f9c6a914bb28508451c,1023,10.423
base,12ae9ecdaba85aa5da8a137fe5c8f441,1023,15.1762
base,5a4b2e34681d0a6d180c0cbf842e93aa,245,15.7943
base,76b508b05c7a9f7ddbb95abf4c2c1af4,1023,8.8091
base,c835824758565fbd5e2fc9886298be69,869,7.7301
base,7ca6a7f8a28d701609ca92d37603a59c,1023,4.5364
base,5738305d48a401fc0414c807b1ecdbd5,1023,18.42
base,272f83b7283bfd7b26bd769c16bc0b7e,1023,29.6446
base,76a3d9a3288aab4f8167c6455005fa17,1023,10.9845
base,0b8084085d191eec232c272ca71c08c9,1023,17.7784
base,6259e6ef9c45d7b396b811665e426ff1,1023,8.7491
base,9a711fffcccab1df5ee0881273a02fc1,1023,14.8321
base,0050ec8c02466fa442c4c71049b7fc12,1023,9.4875
base,96addb8bf536f15a1c849f250ce7d662,1023,4.5653
base,00064d3122e841a290c9c34a7c8caf1a,1023,18.3231
base,04a972a0c75ec43ab6537cc663e8c643,1023,22.2498
base,d6ac927efd9aa241b4ab382dd3e5ff77,1023,7.9374
base,3d95f73b917467bd904d2060632cb697,1023,9.3962
base,cec0e4e6560a71e9b48c1c2711bd8b2c,1023,12.9473
base,5f3df74930a9822f451b4d506b103cf6,1023,10.1599
base,fd433a5ddbeff0aa5ad0235312bf66eb,1023,21.9803
base,3a4fc5bcd0da7a8b70d9bcf3e611f06d,1023,18.6088
base,d1814ae270ab9a81c99362bbc3dd0a22,1023,8.0078
base,b15974f0bc4cee016e77232ca035949f,1023,7.4718
base,5829fdf15cde2524f1cbeea1d3869ec1,1023,14.2544
base,1e9c26fd46b5842445ab5e63c994d2dc,361,12.8372
base,1546fa7b5f58b4597f41a02278ef74f5,1023,5.8461
base,2ff0a70be5a74a14f3db38afbe51480a,1023,5.773
base,5c97488b5eaaef6b8847dd3b3367c45a,1023,18.8533
base,5b8631fed7f00630e0e9fee9166727a2,854,7.5542
base,c0d694dd860b238a577050d472fcf015,431,13.3869
base,0c3fb0f2387d88bc3d7c15e5f736f10d,1023,4.3415
base,490683886b4762b0bf7c695d73447c8a,232,17.5383
base,f9576636054e5088e5d9731188710f44,924,7.7019
base,8a7f7e00ef8d510794df3fa9ee9b2835,370,29.1925
base,a3113f1cfce3bf8f754c83c2aaace584,1023,19.7344
base,26ab4065fcfdb3fb43b6bb4c258b9d83,1023,24.7107
base,b1363929f3f0b4448108b2a1736b4a35,1023,8.3211
base,bb597cd9670729eefd34fc3f58d61c00,1023,25.9724
base,79089143c72f167f39f8f8ec80cf23d8,1023,36.682
base,f97b5965ba62964d347751682aaf1330,1023,9.8504
base,673dd5ef225f7ca6108e66768fba8884,1023,19.1997
base,e7df538435a2d466043ac02eaeb3374f,1023,21.9299
base,6ff5940ec4a4f9818f5afd7ce419f20e,1023,4.7052
base,a9acf48b25e170adbcffc837642c11f8,366,15.4506
base,3e69277860579163cec842c94c33f818,1023,14.2291
base,3dab55c26d5903c789730b7be342491b,1023,12.075
base,40c4e3abb35a065b1fae9f73f643114a,1023,10.3752
base,06a146bec4eb08cc76f7595d8ce13ff7,371,8.1798
base,898a7a522c1f2475b23d4cb8ff8a7f26,1023,19.8503
base,9275c0b64252451e5e5396ca2e9b1af8,1023,13.4623
base,fe127aff0da20623203254651749131d,1023,11.955
base,18d43e8853139cc1ec6111b6d8fff287,1023,18.3237
base,ed3f36d97d6b91a63c3278946467770f,1023,15.7725
base,d48413dd1e2dc622a83c9046f7146e0b,349,10.7239
base,be7cadf7f55febe21085c3c45a06a660,1023,17.731
base,4251d0182019690f5350e3eab89504b9,1023,10.1297
base,330b616295cf4eebd96c39c3890a6040,1023,12.5682
base,1354766a2389568cb03e0b2f5e297b17,228,8.0436
base,2d0cb1df5abf18c4db11fa28a9dd46f5,363,12.619
base,e3872fc9dd0bb53b295c830991bae2be,1023,9.458
base,f9cbcb33af663d74dcae93bdb6bb0cab,1023,5.1139
base,e730d39097efc857726a3047e7c8325f,1023,14.7839
base,f3ccc41899a91d052aafe99df7f27c1e,1023,7.9085
base,f82ee2e6c37c1419c8599f77421c8417,1023,4.0468
base,4330cbe1c5eea5e7b89371fbdd359333,499,16.3801
base,377d04ea21c33e93b6978a38ca697638,192,15.2181
base,6e594565356fcd6372887c865a170a11,338,9.7739
base,c1d5881007e2bac75bf358ca07697245,1023,7.8594
base,143bcdf64297b891049e5ca1fdd572cd,1023,19.6804
base,4569b91bdc907c53499edafa28ebc150,1023,4.0681
base,9cf307ea2cd8ad064df24e15e2b3f14d,801,7.2466
base,bce0bc7c6f0d9e00288bfa8a7f885e87,1023,7.4109
base,feb25175a17a1df9e6dddabfe6088aa7,1023,9.5697
base,f7c0aae92c4123dee022c503951d4452,872,9.6612
base,5548390e10d5394f6d95814d7e32e1b8,1023,6.0272
base,b61c5d6451e7548dc3cdb2e8742ba9bd,560,10.3075
base,ec1bdf33080886e85c659e64df668687,1023,25.1221
base,af8cd10da179045dc571a1bd0b072d9c,306,146.0132
base,08b906063d94a84a2d416daaba37eee1,1023,8.6262
base,54d66266c6e04e333e9adb59689e7004,1023,10.079
base,12834d28db0e748159e391b893aa6ac8,821,12.219
base,98b6a1f674be4061a8976d7b1edb32ce,1023,6.8189
base,104c32c6eb802d760be4e3e8f2a650d7,1023,12.6603
base,3717c913b079692145fa37fb72292843,606,9.1775
base,8fe36acf65b75cf49d8d067c0009cb14,1023,9.1942
base,e56756a059718dea42e8b06205ca594a,1023,5.7886
base,ac955d8cd33597e7fab7f00c57907e6e,1023,17.855
base,0b596e1211a61e768375c3082aeed506,1023,5.054
base,26ad314eea53f4b8e51da9805fa375aa,575,7.4773
base,e715ef4626599aefd2606f457bb23078,1023,4.2561
base,32601833206be2e9497ed7e049300be7,425,11.3776
base,360363bb980cb588c2812969f7ae3e03,1023,15.3791
base,6f7be73036669a0dd5e77900e6a076a4,1023,5.031
base,d118d40a1dc6b61adc874774bd841972,536,4.8836
base,28043b4766377792974cb0e144ec6f1f,1023,8.2405
base,5745fd43dc35eae9d1f50d65f4f2829f,1023,14.6286
base,f45c776f2dadd6dd28625a989dc12134,1023,8.1969
base,e01da959e243fac3b1b25b0cad83d0af,1023,5.6442
base,ddbc5eae5ac370d845819c04db87fc44,1023,12.1396
base,6fbdd41a8a8dfcdd2af4f0fe9fcee8d8,1023,9.2604
base,d9d8470f29495fc7eed44fe404a21cdc,1023,3.9803
base,ddb2b5850522ac779ee68cd5581d1e24,1023,13.2084
base,90434ad8ebb1767773e8f4b730c28f3e,1023,5.5053
base,3b131cec9b047bc93934f8dabd5feb6a,1023,26.7833
base,3f7168997e4bf2942c7655e945bb138c,1023,10.4024
base,55636802c3afcc6100a4273bf9604439,377,13.1881
base,d12a200d2aac802dd63ba7970008db62,1023,7.9417
base,dfbcb7cae9141a061a9edeccab747fda,1023,12.5267
base,7f90e620e50c161f762d350b078e451b,1023,30.8326
base,cdbcaaafe3d485c7baf7e7bf87397067,417,31.175
base,5a1271ff319caf10ec3dd3d4243f5a46,1023,7.0677
base,aefab259445e3075bea3d7f749bbee03,1023,14.4647
base,a1b395005039eae86263b18834de055f,1023,6.4527
base,8e0a74e2e7e18ff158365851a88f8dde,1023,12.4553
base,34fd8942d13328a6a73fc00930719854,1023,6.7062
base,0d66145318f63150d89edcc4f8cb4ff5,1023,14.1823
base,1d68c556d325686c8299ba5af365d64c,1023,22.2283
base,1ee91f5533f5ef5a527ebb37798ef231,1023,17.1626
base,377d77c4e94b4724d437844b9b736f70,1023,4.0056
base,77aeaf5b08fcce4bfce1241875fb2e83,1023,3.0885
base,46db919f73e586827a5097668d0e6aeb,1023,21.4832
base,126ae6b568810672d73b2b665b71b67a,1023,7.6565
base,1a291db04b068623fd98f1c9f369109c,715,10.1228
base,50f368deeb96871f9d312b360f3cf143,1023,7.0522
base,b9c9cb19b67519ba82a5ff1af7c23adc,359,12.983
base,e5d30b0aa89d81be22952677435d06ac,1023,13.4487
base,2084b5b360eb78dc6d7bf0dc06abf05f,588,8.9149
base,f67f84d1b5f9231cd1f75d007e979406,1023,14.7064
base,f7dcef1959fd68e727736d7b5dc9b4dc,1023,5.5484
base,89fc56f2e8a5d8e76a619603b9cb722f,1023,6.6617
base,8ac2c936932bc061c2de1e2f08bf9076,1023,8.2313
base,17e3a7d25d9050c393accec03dd1686e,316,13.6864
base,043e653c1dec830154dc7ccacfc80032,1023,8.556
base,c881651bbd83b9b795578245107daec6,813,5.8778
base,ead0e7d8f26a978c4a546bc17b35d044,282,9.5744
base,b94edc63c4b049969967f8743001e813,1023,25.4025
base,a442872c35e468c0a88163e8afb6badf,1023,6.686
base,951dbf90fd44cae7f3929f7b0ca5d4fd,1023,11.4009
base,413f78cff88382671fc00c6b78676f9c,1023,8.793
base,4ca378ddd827f0af0bd8026705ae6c71,1023,15.2375
base,abd1749dd046ad83662825e1c23be73a,1023,4.1174
base,a7977bf5eeb32af20c989abaf03e3475,1023,17.7555
base,912c78e46e4e4ea41d2d817fc22643db,1023,10.5537
base,10bb3960a1a1cfd81f88890e0307b6e7,1023,3.3188
base,c37afaec792bfa11a0323ba540c218e8,1023,3.2802
base,4f760d78235b4d0b48f850d74dbc799b,377,11.4122
base,db03fa7dcf43899fb9203cfa3cf22cd8,1023,11.592
base,6bb70450d06be4c37153ed8a9ba0002d,1023,8.6343
base,6cbed69e770e10d3b7a8d9a3caad5ef6,1023,7.2582
base,108de4e1d08a6913f155dda9691b715d,1023,7.6814
base,61475c0354f62ad4df66b40a51318fdf,1023,22.9459
base,4e72de708528b862b19c09c875a383ca,711,12.7982
base,6da367c2a2634c9d52cf55cbbc772d74,762,9.8663
base,22ccecf40e90aaba24e70166d4e97f75,558,15.0498
base,8cd3593e30a9516fd9c9ce6d0767124b,1023,21.485
base,7d817e58e2b8014728c444b9c3ea7c89,1023,3.3096
base,3d440244ae04ac862c79a87387635ec4,1023,5.2738
base,c4e7ca4a9d117b1e0011dd05bd923bd9,486,19.1048
base,1ec0f5b61c8b2bffdffa6083df3861be,1023,10.6891
base,f9df7d41f42674606b6fbf6bcf7db451,1023,13.5384
base,4a70fcb22cc7e2790654fc7dbf6b972a,1023,14.6793
base,d5ca6c997321bd18b88ed6001fb89b3b,1023,8.6787
base,320efd155b6dacae8c6c9be9b4aecc4c,1023,6.8955
base,974b4cf1378a391769abeee75742070d,1023,13.0034
base,9fcae0ebec78172bb77bc3c8f9508671,1023,7.2793
base,4eb15c714b3232334bb5fe387050c1a8,1023,4.3907
base,5ad0153dde7311be3ba897ded80859b5,1023,15.8476
base,ec74fdfb6854c9896736998b18e31322,1023,5.5024
base,6095dd6d951ef9221b049c9bdd67e8cc,1023,9.171
base,97224ebe12d79c9d218e97c57378f0a2,403,11.5496
base,dfe6db3d0da3461ecb69088903ef5de4,1023,4.9164
base,080a3ed4094e3197375a6a9e1208832d,1023,7.6529
base,69963f86876139efe0eea205bb30fce1,1023,4.0024
base,4e1ed17b97e885bd601b02386435593e,1023,7.1903
base,fa47400dd6df9e61f213bf31700dd3fb,1023,3.7494
base,4f2226c44d8fabc58ad96af9dfe7eed4,308,16.3367
base,db3cad81307d221c6223155ab69c0c68,1023,25.0366
base,314c1bfb8fa5c5eab3eb82b86be6924b,1023,19.9178
base,b74cb0c004db52ea39bf177d6f82993f,1023,12.9276
base,549a4a1d3776e1a6ad390a533db70945,1023,17.6295
base,06ff044e499de9817ff4cd172eb2c0a2,1023,20.6257
base,bfbe1239415c9895bfcd7a633cc3fd09,1023,23.2178
base,ba7d136df1c356bb2c17b9209ba76804,1023,11.1552
base,95e940fa0c9d0508bc3195a945159540,1023,21.9919
base,2e00ef1bc55d4e1e5c9600dba873670c,508,9.1271
base,68d6b025403c948db771c1ec41cdecfb,1005,8.9654
base,cedc726faa6a8220aeea17d4f24fbc78,611,9.1252
base,5bb94d548d85e2bf7b27c0801c130c64,1023,2.4462
base,65cd6f0cdeb2c08c6c619e54a882121a,371,8.1187
base,b4fd7ec7ce73267fd4920c89bc213604,1023,18.6846
base,f663af8bac3e07b9d8a4efddd7b25219,1023,6.5865
base,f3e0c3f3fc570b376c8de89a6f05899c,1023,15.8755
base,b5155232d023a13cd180ffed0b9eb75c,1023,19.5889
base,0a0605ec3d4ba6784660945301ded3fe,1023,14.5041
base,a14074caecb14112aeb1643415a395e5,1023,13.9245
base,49fff9f29c0a7b2e8a68efa778b90a5b,1009,9.448
base,959724be0e494e32eda9d11ddec07e8f,1023,5.566
base,bdf6f611ffbf26859e74968385286ab1,1023,11.3419
base,a2e13970ed4349d1287ebe12096ab331,1023,10.7025
base,c735cc864d2d8bf9d7c9533ae9a2b42b,1023,5.2441
base,4d55f916a5dc5be1eda38c1464ff6a37,1023,12.4269
base,72d0e71480b3c9d3f9bae8a7bf1a52b8,1023,5.5708
base,a353343b7876d8b1ba675e1fec9a1e22,1023,7.797
base,d590ec96ec685885fc9cecd91aca951f,1023,25.2449
base,ab095bd390e929b371446396f1130077,569,20.2266
base,a28cdc26d6f5d4324bf1d8c77574d63a,1023,12.3904
base,9676396ae42effa4c6e325cca790dfa7,1023,8.6764
base,0877720e47cc12554e0e57366724aabb,1023,6.8935
base,4c2b551ecbe969e96510011fb8c6c4d8,1023,10.5682
base,d24e854f0e05ec3152ab6e18ae3c61f1,1023,13.3305
base,04bd4c719f2d9839415e83774d763870,1023,23.4842
base,9cf048ae9ebe00e1790dc4b7111c79b5,1023,47.2109
base,8a496649f3bd7560f20677128b29f985,1023,9.4848
base,e216bbd5f5d0875672008c9a38b77923,1023,23.5605
base,e20a07cc9f356ba36d6b6d396b49aae6,1023,4.6347
base,d242348d026a3fa66586c00b1a834268,1023,6.3899
base,2fed92b85baaf0b26338217270151781,847,18.5796
base,e92be2761473ecec52931d85dcd8552f,269,10.9778
base,8728e2697943293f23e75712cb30bc83,1023,7.6823
base,3c945a04ef7bdc02637e0f80e7da2e0e,1023,16.013
base,8e1194dad931b5baec485d0e2f6e899c,1023,17.9509
base,9da3abf363f90acd53eeecf543eaae42,1023,10.0295
base,cf2150683365c6f408d4b904ceed0e61,584,14.6882
base,f4e5d020fcb41a69df61578245588493,1023,18.3694
base,f059f41e87286dcb56da168144e86a03,514,9.5293
base,32861abebd666a221195d436bcfa8c94,1023,21.9846
base,7a72884cf8b256b0d2696091af73e275,1023,18.7065
base,794452a753f765316b63c566f1079ad5,1023,14.4841
base,aca40174fe8d04505622d8db652d735b,1023,31.3523
base,91c104b2c79afcf164f2b9b163a29c3e,1023,5.6162
base,f1893ed1ba9e41aaf54e98eee12882ea,673,11.2936
base,836d810f85454a83bf838411bed7fdcf,1023,10.7098
base,a5b8327f7b3e1d4a5f71d930f5c3d301,1023,56.092
base,d8566f5bad5af49243e85c335c1589a9,1023,11.1432
base,9f66056dbedfc0db85a6cec482ed9f30,1023,8.6057
base,93a2250ab886693e010fae10cc8579a9,1023,5.241
base,34348ca6cc83ddb4228f3d98fd6f01e8,1023,19.2487
base,f402ec26d995e9828247f1adc0b73b7b,1023,26.1887
base,307d9c5dd305ffdb9f60366afe2da007,1023,12.7085
base,4229a1601bcfd9f2115670249ff8fe53,1023,1.7891
base,197740d047839f1b238b5be0d78c1a25,335,5.8843
base,1181b8b03ec4550bbdde8760183657c4,1023,4.0202
base,8fdb4e7839082c90369fadc6a9f6d974,1023,23.1291
base,526b707894077b07b6478a05f40995f7,1023,17.8404
base,ae468b234fc307d2d1356a25ade8dea9,1023,25.4049
base,2d9174882f662766b666ab100c88c36b,1023,12.8891
base,104af939c9f637c7c54426d9c8c65bc4,1023,5.3634
base,4bd4b40cd8ef900ef42c67e444d19297,911,6.3762
base,2791a49f23234dcf73a94da452f3b978,1023,4.8133
base,8082a49a8138a68731d322150907932b,1023,3.7764
base,8721c7dc3b61237b39f17da381ac9723,1023,15.083
base,8d958c62bcec962d7c9b55f61ec5bbf5,1023,4.7775
base,f280a5be4118a8309cf43ede829cd31c,848,8.0366
base,a3eb9df54bcced116cfe71371fbb72b2,1023,8.1114
base,fdba11d5b8025bcf5d2a78437f2975ef,1023,6.6799
base,85de41dfea77158c64b23926a7028227,1023,14.1829
base,3322f10046e94465d9cb8163ce5e3be2,1023,21.7216
base,a0bf29d46a623bb6f910f2d57341a4e6,1023,17.9821
base,03072957be981d257d76410384f88c69,893,6.9842
base,c220bc0d9af3554ef6c518a8edb4f010,1023,5.6157
base,63429a1ae94b193ab53970b9ce6d67c3,1023,6.8171
base,4b9b9bfcf22bcd9b51dedc7cb147d0f6,1023,14.6956
base,72b97b7a7a22b86b2e8f7b7c53bb4476,1023,2.5858
base,231e7042ef57c7d6e7a4c596860dfcdb,1023,5.6938
base,2a13f34dee3dce823154d1d182971ab5,1023,7.0961
base,a85a9371ce5226ab613cc9f5505f6647,482,7.9766
base,53fcfff1186e47edf7cb8e70812f802e,1023,14.3759
base,d9a20daea7941e59579f855be7bc8a25,1023,11.7492
base,9778397c4002176c6909edb63b1d0d68,1023,19.468
base,7914e21a059db663161ef7cdb19fbc55,1023,8.5927
base,db0eaebc598763a1fc15bd7da2caf4be,634,11.5639
base,6c5ecabae51d0968404fabc45855536c,1023,16.4784
